Região,Sigla UF,UF,Código IBGE Município,Município,Tipo Crime,Mês,Mês/Ano,PC-Qtde Ocorrências
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Furto de veículo,10,10/2015,24.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Furto de veículo,11,11/2015,30.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Furto de veículo,12,12/2015,28.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,1,01/2015,4.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,2,02/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,3,03/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,4,04/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,5,05/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,6,06/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,7,07/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,8,08/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,9,09/2015,6.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,10,10/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,11,11/2015,5.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,12,12/2015,6.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,1,01/2015,23.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,2,02/2015,8.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,3,03/2015,24.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,4,04/2015,28.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,5,05/2015,19.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,6,06/2015,20.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,7,07/2015,13.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,8,08/2015,10.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,9,09/2015,13.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,10,10/2015,19.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,11,11/2015,22.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,12,12/2015,25.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo seguido de morte (latrocínio),8,08/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo seguido de morte (latrocínio),10,10/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,1,01/2015,5.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,3,03/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,5,05/2015,4.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,6,06/2015,4.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,7,07/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,8,08/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,9,09/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,10,10/2015,8.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,11,11/2015,4.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,12,12/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,1,01/2015,60.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,2,02/2015,49.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,3,03/2015,71.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,4,04/2015,70.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,5,05/2015,65.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,6,06/2015,78.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,7,07/2015,55.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,8,08/2015,57.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,9,09/2015,41.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,10,10/2015,65.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,11,11/2015,58.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,12,12/2015,72.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,1,01/2015,6.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,2,02/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,3,03/2015,6.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,4,04/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,5,05/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,6,06/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,9,09/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,10,10/2015,4.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,11,11/2015,5.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,12,12/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,1,01/2015,73.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,2,02/2015,58.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,3,03/2015,70.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,4,04/2015,81.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,5,05/2015,48.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,6,06/2015,48.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,7,07/2015,61.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,8,08/2015,57.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,9,09/2015,85.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,10,10/2015,83.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,11,11/2015,108.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,12,12/2015,71.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo seguido de morte (latrocínio),1,01/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo seguido de morte (latrocínio),7,07/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo seguido de morte (latrocínio),11,11/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,1,01/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,3,03/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,6,06/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,7,07/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,8,08/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,9,09/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,12,12/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,1,01/2015,13.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,2,02/2015,9.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,3,03/2015,7.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,4,04/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,5,05/2015,5.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,6,06/2015,6.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,7,07/2015,5.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,8,08/2015,7.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,9,09/2015,5.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,10,10/2015,12.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,11,11/2015,8.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,12,12/2015,5.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,1,01/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,3,03/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,4,04/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,5,05/2015,5.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,6,06/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,7,07/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,9,09/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,10,10/2015,4.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,11,11/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,12,12/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,1,01/2015,8.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,2,02/2015,9.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,3,03/2015,4.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,4,04/2015,5.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,5,05/2015,8.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,6,06/2015,6.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,7,07/2015,14.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,8,08/2015,6.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,9,09/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,10,10/2015,9.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,11,11/2015,7.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,12,12/2015,7.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,1,01/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,2,02/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,3,03/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,5,05/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,6,06/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,7,07/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,8,08/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,9,09/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,10,10/2015,4.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,11,11/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,12,12/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,1,01/2015,21.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,2,02/2015,10.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,3,03/2015,16.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,4,04/2015,17.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,5,05/2015,12.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,6,06/2015,22.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,7,07/2015,13.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,8,08/2015,15.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,9,09/2015,8.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,10,10/2015,23.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,11,11/2015,13.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,12,12/2015,16.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,1,01/2015,9.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,3,03/2015,4.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,4,04/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,5,05/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,10,10/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,11,11/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,12,12/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,1,01/2015,20.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,2,02/2015,10.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,3,03/2015,9.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,4,04/2015,9.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,5,05/2015,4.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,6,06/2015,6.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,7,07/2015,12.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,8,08/2015,8.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,9,09/2015,10.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,10,10/2015,10.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,11,11/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,12,12/2015,7.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo seguido de morte (latrocínio),4,04/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo seguido de morte (latrocínio),6,06/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,1,01/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,2,02/2015,7.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,3,03/2015,4.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,4,04/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,5,05/2015,6.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,6,06/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,7,07/2015,4.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,8,08/2015,3.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,9,09/2015,8.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,10,10/2015,8.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,11,11/2015,5.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,12,12/2015,7.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,1,01/2015,25.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,2,02/2015,18.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,3,03/2015,26.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,4,04/2015,19.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,5,05/2015,27.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,6,06/2015,21.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,7,07/2015,34.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,8,08/2015,25.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,9,09/2015,13.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,10,10/2015,35.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,11,11/2015,27.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,12,12/2015,20.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,1,01/2015,4.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,2,02/2015,4.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,3,03/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,4,04/2015,5.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,5,05/2015,2.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,6,06/2015,8.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,7,07/2015,5.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,8,08/2015,4.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,9,09/2015,4.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,10,10/2015,8.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,11,11/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,12,12/2015,7.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Lesão corporal seguida de morte,1,01/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Lesão corporal seguida de morte,6,06/2015,1.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Roubo de veículo,1,01/2015,24.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Roubo de veículo,2,02/2015,19.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Roubo de veículo,3,03/2015,15.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Roubo de veículo,4,04/2015,12.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Roubo de veículo,5,05/2015,25.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Roubo de veículo,6,06/2015,23.0
