Região,Sigla UF,UF,Código IBGE Município,Município,Tipo Crime,Mês,Mês/Ano,PC-Qtde Ocorrências
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,1,01/2013,8.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,2,02/2013,6.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,3,03/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,4,04/2013,5.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,5,05/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,6,06/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,7,07/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,8,08/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,9,09/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,10,10/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,11,11/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Homicídio doloso,12,12/2013,5.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,1,01/2013,15.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,2,02/2013,16.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,3,03/2013,17.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,4,04/2013,17.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,5,05/2013,17.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,6,06/2013,13.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,7,07/2013,15.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,8,08/2013,11.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,9,09/2013,17.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,10,10/2013,24.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,11,11/2013,21.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo de veículo,12,12/2013,27.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo seguido de morte (latrocínio),2,02/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010802,Gama,Roubo seguido de morte (latrocínio),7,07/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,1,01/2013,5.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,2,02/2013,5.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,3,03/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,4,04/2013,4.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,5,05/2013,8.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,6,06/2013,7.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,7,07/2013,6.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,8,08/2013,6.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,9,09/2013,6.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,10,10/2013,7.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,11,11/2013,10.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Estupro,12,12/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,1,01/2013,82.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,2,02/2013,67.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,3,03/2013,87.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,4,04/2013,96.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,5,05/2013,54.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,6,06/2013,60.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,8,08/2013,84.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,9,09/2013,82.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,10,10/2013,85.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,11,11/2013,93.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Furto de veículo,12,12/2013,129.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,1,01/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,2,02/2013,4.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,3,03/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,4,04/2013,5.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,5,05/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,6,06/2013,4.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,7,07/2013,4.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,8,08/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,9,09/2013,4.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,10,10/2013,4.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,11,11/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Homicídio doloso,12,12/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,1,01/2013,63.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,2,02/2013,77.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,3,03/2013,52.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,4,04/2013,61.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,5,05/2013,52.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,6,06/2013,53.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,7,07/2013,36.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,8,08/2013,39.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,9,09/2013,41.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,10,10/2013,63.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,11,11/2013,72.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo de veículo,12,12/2013,103.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo seguido de morte (latrocínio),1,01/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo seguido de morte (latrocínio),6,06/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo seguido de morte (latrocínio),9,09/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010803,Taguatinga,Roubo seguido de morte (latrocínio),12,12/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,1,01/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,2,02/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,3,03/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,4,04/2013,4.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,5,05/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,7,07/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,8,08/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,9,09/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,10,10/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Estupro,12,12/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,1,01/2013,10.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,2,02/2013,7.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,3,03/2013,12.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,4,04/2013,11.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,5,05/2013,8.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,6,06/2013,7.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,8,08/2013,7.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,9,09/2013,9.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,10,10/2013,8.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,11,11/2013,8.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Furto de veículo,12,12/2013,12.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,1,01/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,2,02/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,3,03/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,4,04/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,6,06/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,7,07/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,8,08/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,9,09/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,10,10/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,11,11/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Homicídio doloso,12,12/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,1,01/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,2,02/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,3,03/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,4,04/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,5,05/2013,4.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,7,07/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,8,08/2013,4.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,9,09/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,10,10/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,11,11/2013,6.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,12,12/2013,6.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,1,01/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,2,02/2013,6.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,3,03/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,4,04/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,5,05/2013,4.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,6,06/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,7,07/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,10,10/2013,2.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,11,11/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,1,01/2013,14.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,2,02/2013,21.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,3,03/2013,15.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,4,04/2013,20.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,5,05/2013,19.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,6,06/2013,29.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,8,08/2013,12.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,9,09/2013,15.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,10,10/2013,13.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,11,11/2013,7.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,12,12/2013,25.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,2,02/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,3,03/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,4,04/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,6,06/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,11,11/2013,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,12,12/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,1,01/2013,6.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,2,02/2013,10.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,3,03/2013,6.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,4,04/2013,8.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,5,05/2013,8.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,6,06/2013,8.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,7,07/2013,5.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,8,08/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,9,09/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,10,10/2013,5.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,11,11/2013,7.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,12,12/2013,15.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,1,01/2013,5.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,2,02/2013,5.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,3,03/2013,7.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,4,04/2013,6.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,5,05/2013,4.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,6,06/2013,6.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,7,07/2013,4.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,8,08/2013,8.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,9,09/2013,5.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,10,10/2013,7.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,11,11/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,12,12/2013,8.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,1,01/2013,12.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,2,02/2013,16.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,3,03/2013,17.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,4,04/2013,26.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,5,05/2013,14.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,6,06/2013,17.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,8,08/2013,16.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,9,09/2013,21.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,10,10/2013,24.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,11,11/2013,27.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,12,12/2013,19.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,1,01/2013,6.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,2,02/2013,6.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,3,03/2013,8.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,4,04/2013,9.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,5,05/2013,7.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,6,06/2013,7.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,7,07/2013,4.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,8,08/2013,8.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,9,09/2013,3.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,10,10/2013,8.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,11,11/2013,11.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,12,12/2013,8.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Roubo de veículo,1,01/2013,15.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Roubo de veículo,2,02/2013,17.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Roubo de veículo,3,03/2013,14.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Roubo de veículo,4,04/2013,16.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Roubo de veículo,5,05/2013,23.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Roubo de veículo,6,06/2013,24.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Roubo de veículo,7,07/2013,17.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Roubo de veículo,8,08/2013,16.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Roubo de veículo,9,09/2013,12.0
