Região,Sigla UF,UF,Código IBGE Município,Município,Tipo Crime,Mês,Mês/Ano,PC-Qtde Ocorrências
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,2,02/2014,11.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,3,03/2014,14.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,4,04/2014,7.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,5,05/2014,5.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,6,06/2014,7.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,7,07/2014,9.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,8,08/2014,7.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,9,09/2014,2.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,10,10/2014,8.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,11,11/2014,4.0
CENTRO-OESTE,DF,Distrito Federal,530010804,Brazlândia,Roubo de veículo,12,12/2014,7.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,1,01/2014,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,2,02/2014,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,3,03/2014,5.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,4,04/2014,6.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,5,05/2014,4.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,6,06/2014,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,7,07/2014,5.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,8,08/2014,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,9,09/2014,2.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,10,10/2014,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,11,11/2014,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Estupro,12,12/2014,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,1,01/2014,28.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,2,02/2014,23.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,3,03/2014,18.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,4,04/2014,16.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,5,05/2014,16.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,6,06/2014,33.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,7,07/2014,17.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,8,08/2014,22.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,9,09/2014,21.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,10,10/2014,14.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,11,11/2014,18.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Furto de veículo,12,12/2014,20.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,1,01/2014,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,4,04/2014,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,5,05/2014,1.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,9,09/2014,2.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,10,10/2014,2.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,11,11/2014,3.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Homicídio doloso,12,12/2014,2.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,1,01/2014,22.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,2,02/2014,8.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,3,03/2014,8.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,4,04/2014,9.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,5,05/2014,12.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,6,06/2014,13.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,7,07/2014,10.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,8,08/2014,11.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,9,09/2014,11.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,10,10/2014,14.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,11,11/2014,16.0
CENTRO-OESTE,DF,Distrito Federal,530010805,Sobradinho,Roubo de veículo,12,12/2014,10.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,1,01/2014,6.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,2,02/2014,1.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,3,03/2014,8.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,4,04/2014,12.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,5,05/2014,4.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,6,06/2014,6.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,7,07/2014,7.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,8,08/2014,2.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,9,09/2014,11.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,10,10/2014,5.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,11,11/2014,7.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Estupro,12,12/2014,3.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,1,01/2014,34.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,2,02/2014,25.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,3,03/2014,29.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,4,04/2014,26.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,5,05/2014,19.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,6,06/2014,25.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,7,07/2014,15.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,8,08/2014,16.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,9,09/2014,17.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,10,10/2014,23.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,11,11/2014,30.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Furto de veículo,12,12/2014,27.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,1,01/2014,12.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,2,02/2014,3.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,3,03/2014,8.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,4,04/2014,6.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,5,05/2014,2.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,6,06/2014,4.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,7,07/2014,11.0
CENTRO-OESTE,DF,Distrito Federal,530010806,Planaltina,Homicídio doloso,8,08/2014,3.0
